ID	#ofRTs	HashTags	Date	TweetText		Url	User	Randomize
2061	0		2017-05-14 03:55:06	And Miley singing Jolene is my ultimate crack. Her backyard sessions are so so good. So powerful. 😩 WATCH THEM.  	Miley,Jolene	https://twitter.com/i/web/status/863603550521143296	SelenaGotMeLike	2333
789	0	WangoTango, Malibu	2017-05-14 03:50:29	"This is just the beginning y'all ✌🏽 
  "			OurFemaleRebel	2332
2519	0	WANGOTANGO	2017-05-14 03:56:39	You don't understand. @maroon5 is just heart eyes motherfucker. 			punsNpuppies	2331
150	134	WangoTango	2017-05-14 02:33:42	Camila no Instagram story da @ashlee_juno   			Cclmjauregui	2330
431	48	WangoTango	2017-05-14 02:25:56	Niall perfoming 'On the Loose' at  (via @1027KIISFM) 			oneuriection	2329
1003	0		2017-05-14 03:51:12	OH SHIT 		https://twitter.com/alessiacworld/status/863598111645728768	seventeenlogic	2321
1185	312	WangoTango	2017-05-14 00:45:32	Niall is on the carpet!! 🔥 Who's excited to see him on stage tonight?! | @iHeartRadio  			MimiShikshin	2318
10	11	WangoTango	2017-05-14 03:43:49	We ran into a fan at  who had some special words for @NiallOfficial! ❤️❤️❤️ 			paralesrosalyn	2303
1343	0	NowPlaying, WangoTango	2017-05-14 03:52:13	" ""Let's Go Crazy"" by Prince - covered by @maroon5, live at "	Let 's Go Crazy,Prince		dc408dxnow	2297
1813	0	WangoTango	2017-05-14 03:54:04	Normila is alive omg  			iggzdistortion	2295
3668	6	Issues, WangoTango	2017-05-14 03:25:54	.@imjmichaels KILLED her performance of !   💫 💫 💫		http://bit.ly/2qhDAwO	CSchevoli	2294
4342	0		2017-05-14 04:02:52	Camila's cute belly 😁 	Camila	https://twitter.com/CCabelloNews/status/863604631246524416	Micaycay__	2291
11	14	WangoTango	2017-05-14 03:39:36	Niall performing at  			suckMatty	2288
1738	76	WangoTango	2017-05-14 02:29:43	Camila and @machinegunkelly on stage at  			itsAshLopez	2287
3343	19	WangoTango	2017-05-14 02:28:43	"100% point on vocals 
100% point on styles 
100% point on body 
What a great queen 😌👏🏻

  "			SabrinaPerdom	2286
21	0	WangoTango	2017-05-14 03:47:35	Niam together in  is the only thing today that makes me happy ❤️❤️			NataliastylesHa	2282
1900	58	WangoTango	2017-05-14 02:01:36	📸 | Liam at  tonight  [@901Music] 	Liam		xElaPayneX	2281
1462	0	WangoTango	2017-05-14 03:52:39	📲 || Liam backstage at  			1DUpdateOT4	2278
3123	11	WangoTango	2017-05-14 01:47:55	Cyrus ladies times three onstage at ! ❤️ @MileyCyrus @noahcyrus @tishcyrus 	Cyrus		cyrxspxrpose	2277
1613	0	WangoTango	2017-05-14 03:53:15	".@RyanSeacrest can't help but join the @maroon5 party!!!!  
 "		http://bit.ly/2pwi3Ul	1027KIISFM	2276
807	50	WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO	2017-05-14 01:59:04	"Camila on the backstage of  

  "	Camila		garciacabello2	2275
1184	0	WangoTango	2017-05-14 03:51:43	I love that Maroon 5 is getting to perform so many songs. I hope @backstreetboys gets the same, if not more, amount time. 	Maroon 5		berrydelicious	2269
2427	0	Awesometech, hightech, WangoTango, UFC211	2017-05-14 03:56:22	2015 Modular Phone: Project Ara ,,, 		http://goo.gl/SiSxVp	rachelnorth4241	2265
938	0	CC1isComing	2017-05-14 03:50:58	"CAMILA CABELLO IS COMING FOR BLOOD PASS IT ON 
 "	CAMILA CABELLO	https://twitter.com/ccabellonews/status/863576499273781250	cuhbaeyofine	2263
4319	2	WangoTango	2017-05-14 02:16:53	 ON THE LOOSE IS A FUCKIN JAAAAAM MY GUYS			MairasLouis	2262
260	24	WangoTango	2017-05-14 01:33:53	.@haileesteinfeld watching and supporting @imjmichaels backstage at  ❤️ 			JuliaMichaelsPH	2255
949	50	WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO	2017-05-14 01:42:24	"Camila on 's yellow carpet.

  "	Camila		garciacabello2	2251
585	34	WangoTango	2017-05-14 02:26:30	Camila con @JoJoWright (via Instagram de jojowright)  			Pau2_5H	2249
3424	0	eurovision, UFC211, WhitePeople, zachbrownbandlive, SamuraiJack, WangoTango	2017-05-14 03:59:47	"50 COLORS!

      trump 1sssjxjxjxbxbdbdbbdbds"		https://www.amazon.com/Nexxgen-Sports-Apparel-Moisture-Compression/dp/B0170BFGXC/ref=sr_1_8?ie=UTF8&qid=1492371998&sr=8-8&keywords=Compression%2Barm%2Bsleeve&th=1	NexxgenCo	2244
49	0	WangoTango, M5OnWangoTango	2017-05-14 03:47:40	YES PLEASE MORE MAROON 5 ❤    			katyloveM5	2235
2262	0	Funny, Funnyvideo, WangoTango, UFC211	2017-05-14 03:55:54	Brilliant Recreation for Jurassic World Trailer ,,, 		http://goo.gl/EZa02S	johnduncan2021	2233
780	50	WangoTango	2017-05-14 02:08:33	Camila and @machinegunkelly during their performance on  (@MarcusRFrancis on Instagram story)… 			garciacabello2	2224
1891	141	WangoTango	2017-05-14 00:40:12	Niall in @Chelsea_Briggs' Instagram story (May 13th)  			claramo2018	2219
824	12	WangoTango	2017-05-14 03:23:50	📸 | Liam at  tonight  	Liam		xElaPayneX	2217
1000	0	WangoTango	2017-05-14 03:51:10	Niall on the yellow carpet at  💛  			NiallsGaIlery	2214
1851	16	WangoTango	2017-05-14 00:39:50	Katy singing Dark Horse at . @katyperry 			slayprismatic	2184
2375	0	WangoTango	2017-05-14 03:56:13	"Liam watching Niall performing at .
They're definitely friendship goals.
@NiallOfficial @LiamPayne I love you both!! 😘😘😘 "	Liam	https://twitter.com/i/web/status/863603831501967364	Solo0t5rise	2178
5202	22	WangoTango	2017-05-14 02:22:51	"liam no @1027KIISFM

"			flavotinha	2171
4824	12	WangoTango	2017-05-14 00:41:44	"Hailee Steinfeld com o @JoJoWright.
 "			SummerBowden4	2159
4433	0	WANGOTANGO	2017-05-14 04:03:17	@adamlevine is so fucken hottttt 			KarinaJauregui	2150
3575	38	WangoTango	2017-05-13 22:53:35	On my way to @1027KIISFM . I'm presenting! Who's gonna be there?! 😆👌🏽			captain_smores	2140
470	166	WangoTango	2017-05-14 01:51:32	Camila is going on soon! We're live on Instagram (@901Music). Follow along there! | @iHeartRadio  	Camila		JhorellyM	2132
2244	0	Funnyanimal, funnyelephant, WangoTango, UFC211	2017-05-14 03:55:51	Clumsy Baby Elephant ,,, 		http://goo.gl/ZbZDJm	stephenblake451	2125
1482	0		2017-05-14 03:52:44	IM SCREAMING JOLENE IS SUCH AN ICONIC SONG 	JOLENE	https://twitter.com/iheartradio/status/863584972455555073	swirlkj	2123
1593	66	WangoTango	2017-05-14 02:42:16	Niall in justinstirling's Instagram story (May 13th)  	Instagram		93_irishboy	2120
5387	5		2017-05-14 01:28:38	Here's the video of Miley &amp; Noah singing Happy Birthday to @tishcyrus 🎊🎂❤️ 	Miley &amp; Noah		khelms1998	2109
4639	0	WangoTango	2017-05-14 04:04:07	"AHHHHH
CAUSE BABY TONIGHT WE'RE BEAUTIFUL NOWWW!!!!!  @Zedd"			SilviaCR48lm	2106
2278	15	WangoTango	2017-05-14 03:14:31	"Niall cantando This Town no  !!
 "			flavotinha	2079
422	152	WangoTango	2017-05-14 00:58:04	"VIDEO || Niall walking around at  today ! 

 "			LanaJPradipta	2071
1827	0	WangoTango	2017-05-14 03:54:08	"NIAM 
HARRY CANTANDO SC
HS1
LIAM SINGLE 
2017 SALVO
"	NIAMHARRY CANTANDO SCHS1LIAM SINGLE2017 SALVO		luanaborstnez	2067
452	78	WangoTango	2017-05-14 03:16:55	On The Loose via @chxudry.   			analuiza13792	2061
1680	330	WangoTango	2017-05-13 17:48:58	posted at  			TatiNuniez	2056
1999	9	WangoTango	2017-05-14 03:29:44	"Niall cantando Scared to be lonely en el  . -CT♡

"			NEIDA_1D200	2023
20	815	WangoTango	2017-05-14 02:57:46	Queen @camila_cabello! ❤️👑  	Queen		AlannnaDrummond	2021
2399	0	Amazing, funny, WangoTango, UFC211	2017-05-14 03:56:16	"Chris Pratt and Jimmy Fallon Sing ""Nonsense Karaoke"" ,,, "	Chris Pratt,Jimmy Fallon Sing,Nonsense Karaoke	http://goo.gl/WgQ2v6	neilfisher235	2019
4417	0	WangoTango, BeltandRoad	2017-05-14 04:03:13	" 

Keep moving."		http://ty.seanfollowers.ml/they	AlifaaSz80mpx	2018
55	116	WangoTango	2017-05-14 02:53:45	Backstage babes @MileyCyrus x @halsey 😍🔥🎉   		http://ww.kiisfm.com/wangotango	iRespectMiley	1999
1831	0		2017-05-14 03:54:09	Is everything okay at home @katyperry? 		https://twitter.com/katysmyhabibi/status/863558209700847617	laurengosolo	1998
3736	0	WangoTango	2017-05-14 04:00:48	THEY INTERVIEWED LIAM I'M SO GLAD THAT I'M WATCHING 😭😭😭  			lonelycurlshes	1988
3700	0	WangoTango	2017-05-14 04:00:39	Liam is so fine what on earth 	Liam		_JasonBrown21	1971
3509	0	UFC211, WangoTango, LaDivinaComida, MinhaMãeSempreDiz	2017-05-14 04:00:02	World Trends:  | Portugal |  |  | | Free Unfollow Unfollowers | 	Portugal	http://Appunfollowers.com	appunfollowers	1968
4201	0	UFC211, SNLLiveCoastToCoast, zacbrownbandlive, SamuraiJack	2017-05-14 04:02:20	"Look Full Photo ini 






Bobby Ryan
Frankie "		http://www.revolutionhousemag.com, https://twitter.com/i/web/status/863605373562789889	JuliaSarah99	1956
154	540	WangoTango	2017-05-14 02:17:09	Who else wants a private serenade from @NiallOfficial?!!?? 🙋 			aliensnaspceshp	1955
689	44	WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO	2017-05-14 02:23:08	"Camila and @machinegunkelly performing on  (@iHeartRadio on Snapchat)

  "			garciacabello2	1935
1331	55	WangoTango	2017-05-14 00:53:32	Niall at  yellow carpet!! 			1DIndiaTour	1932
188	1178	WangoTango	2017-05-14 00:33:22	Gorgeous as always! Hi @Camila_Cabello 👋🏼😘   		http://KIISFM.com/wangotango	saiiapichaya	1931
1802	2		2017-05-14 03:00:38	i LOVE how she sings this 		https://twitter.com/iHeartRadio/status/863584972455555073	dejavunarryy	1929
2235	0	wangotango, UPGRADE	2017-05-14 03:55:49	I want front row   @1027kiisfm			NexusSocialLA	1928
272	268	WangoTango	2017-05-14 02:23:47	Camila on @iHeartRadio's snapchat story  	Camila		LalYazareth	1927
2487	0	hamster, cutehamster, WangoTango, UFC211	2017-05-14 03:56:30	The Carrot is Always Mike’s Favorite ,,, 	Carrot	http://goo.gl/GZUm9V	LittleJonnySmit	1926
445	69	WangoTango	2017-05-14 03:13:25	"May 13th: Niall performing ""Slow Hands"" (via @chxudry) (2)  "			nece_tibbit007	1925
327	113	WangoTango	2017-05-14 02:22:53	Camila durante Bad Things no  (via @CabellosEffect) 	Camila		defensecabeIlo	1912
2233	154	WangoTango	2017-05-14 02:02:10	Camila durante Bad Things no  (via @TigerBeatNow no Snapchat) 	Camila		screammila	1906
120	396	WangoTango	2017-05-14 02:39:30	Camila on stage at .  	Camila		LalYazareth	1902
5402	0		2017-05-14 04:06:47	HE WAS SO NERVOUS THAT DAY, 		https://twitter.com/ZaynsServing/status/863579679047000068	baeLucz	1900
189	143	WangoTango	2017-05-14 02:42:00	Camila durante Bad Things no  (via @avaxcabello) 	Camila		defensecabeIlo	1896
2436	0	Funnycat, adorable, WangoTango, UFC211	2017-05-14 03:56:23	Dogs Annoying Cats with Their Friendship ,,, 	Cats	http://goo.gl/WKFe5G	sueskinner8591	1891
2288	136	WangoTango	2017-05-14 00:51:41	Katy's  performance just ended! Set list: Chained To The Rhythm, Teenage Dream, Firework, Dark Horse, E.T., Roar and Bon Appétit.	Katy,Teenage Dream,Firework,Dark Horse,E.T.		heartedkaty	1886
1666	0		2017-05-14 03:53:28	im not emotional 		https://twitter.com/officialwith1d/status/863582144773451776	snugglyoongs	1885
3711	0	WangoTango	2017-05-14 04:00:41	CES 2016: Google's Project Tango phone dances with Lenovo for its first consumer outing   	Google,Project Tango,Lenovo	https://twitter.com/i/web/status/863604958788276224	scienceLeMagazi	1880
2418	0		2017-05-14 03:56:20	"So proud of this family.
"		https://twitter.com/kimpetersonholt/status/863600528319586304	crazyforholt	1878
93	2	WangoTango	2017-05-14 03:46:51	insensibles💔  			vodkalaurenss	1872
1487	0	WangoTango	2017-05-14 03:52:45	Show has been amazing but I only came to see @TanyaRad @1027KIISFM 			joorshao	1859
1308	3		2017-05-14 03:34:24	this whole look is so forced 		https://twitter.com/thepaynonews/status/863587277552988160	laurengirlxxv2	1854
467	0		2017-05-14 03:49:24	@PCamilaCabello Best performance? 		https://twitter.com/poppoils/status/863599037387333633	PopPoIls	1851
1885	55	WangoTango	2017-05-14 01:33:54	She might not need anyone else but we NEED you @HaileeSteinfeld!!!!!   		http://bit.ly/2pwi3Ul	onedire79089870	1848
1313	58	WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO	2017-05-14 00:27:52	"Camila on @Chelsea_Briggs Instagram story. 

   "	Camila		garciacabello2	1847
981	109	WangoTango	2017-05-14 02:44:25	We Can't Stop!  			miam166	1836
2447	0	WangoTango	2017-05-14 03:56:25	ADAM LEVINE'S GUITAR SOLO JUST KILLED ME 	ADAM		megan_wolo	1834
5196	0	wangotango	2017-05-14 04:06:05	miley is the best idol you can have 			queengrimmiex	1831
378	44	WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO	2017-05-14 01:58:38	"HQ | Camila no yellow carpet do  

  "			5hot5_4ever	1828
238	2	WangoTango	2017-05-14 03:36:20	A GODDESS @katyperry 💋  			perrygwza	1827
2255	0	Adorable, chameleon, WangoTango, UFC211	2017-05-14 03:55:52	Chameleon Loves to Pop Bubbles ,,, 	Pop Bubbles	http://goo.gl/xeyfQx	JaneJaneparr420	1826
5	49	WangoTango	2017-05-14 03:30:30	"Niall cantando ""On The Loose"" esta tarden en el ! (2) "	On The Loose		lours_1D	1813
1826	1	WangoTango	2017-05-14 03:36:05	"Niall en el backstage del  .-CT♡

"			StylesCoxAura	1812
1511	12	WangoTango	2017-05-14 03:33:10	📸 | Niall autografando posters no backstage do  . 			1DinfiniteZayn	1810
2263	11	WangoTango	2017-05-14 03:32:26	Niall no backstage do  ontem - 13/05. 			TekaEstefani	1807
2330	0	cutebunny, adorablebunny, WangoTango, UFC211	2017-05-14 03:56:03	How good is this bunny at playing Jenga game will surprise you! ,,, 	Jenga	https://goo.gl/7D0TNn	rosehamilton291	1802
1777	6	WangoTango	2017-05-14 02:54:41	"Niall apresentando 'This Town' no . 
"			Californiabittc	1801
2318	0	getmarried, usingsiri, WangoTango, UFC211	2017-05-14 03:56:02	Using Siri To Get Married ,,, 		http://goo.gl/sxc64c	william36567291	1800
4235	0		2017-05-14 04:02:30	suicide 		https://twitter.com/EmojiMovie/status/863562740807344128	blockykidplays	1797
631	23	Malibu	2017-05-14 02:59:06	.@MileyCyrus takes us to ! ✌️ 			lastgodbye	1781
4096	2	WangoTango	2017-05-14 01:39:12	Miley backstage with fans.  	Miley backstage		chem_is_TRY__	1777
2372	4		2017-05-12 21:47:25	Tomorrow 🙌 		https://twitter.com/maroon5/status/863140285278179328	kimnlarry	1772
388	12	WANGOTANGO	2017-05-13 20:06:35	".@aaroncarter just remixed ""I Want Candy"" &amp; we CANNOT DEAL 😫😫😫   "		http://KIISFM.com/wangotango	NJHLove93	1751
626	110	WangoTango	2017-05-14 02:50:50	Niall cantando This Town en el !!❤ 			CamiHoran1D1	1738
3060	133	PHOTO, WangoTango	2017-05-14 01:50:57	 | @katyperry at  with her niece Stella and @Geli's daughter ❤️ 	Stella		anggeign_	1733
2251	0	Funnyanimal, funnyelephant, WangoTango, UFC211	2017-05-14 03:55:52	Baby Elephant Bathing ,,, 		http://goo.gl/tlwvsE	jasmine15097885	1728
85	1		2017-05-14 02:08:26	this all looks like such a forced image by his label lmao 		https://twitter.com/1dinfoforfans/status/863574902820884480	macaronileoni	1727
1479	54	WangoTango	2017-05-14 03:01:12	Niall onstage at @1027KIISFM  today! 			1DIndiaTour	1720
319	36	WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO	2017-05-14 02:00:07	"Camila no backstage do  

  "			5hot5_4ever	1715
551	0	WangoTango	2017-05-14 03:49:42	Pics of Miley performing  	Miley performing		MySmilerSide	1694
2281	0	Amazing, slowmotion, WangoTango, UFC211	2017-05-14 03:55:56	Giant Star Wars LEGO Super Star Destroyer Shattered in Slow Motion ,,, 		http://goo.gl/DDWjZr	annastewart6551	1693
1450	54	WangoTango	2017-05-14 02:52:58	Niall in courtneyjbarry's Instagram story (May 13th)  	Instagram		93_irishboy	1692
1906	118	WangoTango	2017-05-14 01:49:40	We are loving this powerful performance from @HaileeSteinfeld and @machinegunkelly  			onedire79089870	1684
3793	0	UFC211, WangoTango	2017-05-14 04:01:02	The fandom might as well be in the  right now with all the things the boys are throwing at us right now @LiamPayne  Niall			liamschocochips	1680
5107	0		2017-05-14 04:05:42	SUCH A BEBBEEEEE 		https://twitter.com/LJPayneUpdates/status/863605958660018176	niallassun	1674
4667	0	WangoTango	2017-05-14 04:04:15	OMG NIAM JUST MET!!! 			MurkOfficial	1673
3972	0	WangoTango	2017-05-14 04:01:35	Time to drop the bass, 'cause Zedd's performing next! 	Zedd		realwesleywess	1672
273	111	WangoTango	2017-05-14 02:31:28	📹 | Liam watching Niall Horan perform at  	Liam,Niall Horan		perrieleharry	1671
4200	0		2017-05-14 04:02:20	that's hot 		https://twitter.com/901music/status/863604917042204672	lourrie	1669
1009	74	Malibu, WangoTango	2017-05-14 02:55:34	We LOVE  @MileyCyrus!   🎈		http://bit.ly/2r5lUHB	MCisexcellent	1668
953	175	WangoTango	2017-05-14 02:01:24	Camila and @machinegunkelly performing Bad Things tonight at   			8Raegan	1667
