ID,HashTags,Time,TweetText,Outputs,URL,User,Randomize
232,,2017-05-04 20:30:07,House Republicans pass bill to replace and repeal Obamacare - CNN: CNN House Republicans pass bill to replace…  ,House Republicans pass bill to replace and repeal Obamacare - CNN: CNN House Republicans pass bill to replace…  ,https://twitter.com/i/web/status/860230075832086529,DoyleGlobal,6973
233,,2017-05-04 20:30:10,"Only (R) rep in Arizona to vote no. For the wrong reasons, but I'll take it ","Only (R) rep in Arizona to vote no. For the wrong reasons, but I'll take it ",https://twitter.com/repandybiggsaz/status/860222105375449092,AmberKinion,7088
234,"AHCA, WA5",2017-05-04 20:30:10,"@cathymcmorris thanks MoRo, yor a peach.  . You need to be repealed and replaced. 
 @votebenstuckart ","@cathymcmorris thanks MoRo, yor a peach.  . You need to be repealed and replaced. 
 @votebenstuckart ",,JenD1974,6877
235,"AHCA, midterms2018",2017-05-04 20:30:13,The  will not serve those Americans with pre-existing conditions. Don't B fooled. ,The  will not serve those Americans with pre-existing conditions. Don't B fooled. ,,turtledoveictus,7209
236,"Obamacare, AHCA",2017-05-04 20:30:16,"Does this mean that I can no longer thumb my nose at  and ignore the mandate? Darn, I love shafting government. ","Does this mean that I can no longer thumb my nose at  and ignore the mandate? Darn, I love shafting government. ",,historiarex,7134
237,obamacare,2017-05-04 20:30:17,Do u agree w/ what The House did 2  today? Answer here:  @FrankieDarcell @LesterHoltNBC @NBCNightlyNews,Do u agree w/ what The House did 2  today? Answer here:  @FrankieDarcell @LesterHoltNBC @NBCNightlyNews,http://wdasfm.iheart.com/onair/frankie-darcell-50780/obamacare-almost-gone-15802321/,wdasfm,7056
238,"TrumpCare, AHCA, plutocrats, GlobalNonLeadership",2017-05-04 20:30:20,"It all trickles down here, Richie!
    ","It all trickles down here, Richie!
    ",,quixotequest,7015
239,,2017-05-04 20:30:22,When they go low... ,When they go low... ,https://twitter.com/jimsciutto/status/860198495650795520,urbnlibertarian,6955
240,AHCA,2017-05-04 20:30:22,My statement on how today's House vote on the  and will hurt America's kids. ,My statement on how today's House vote on the  and will hurt America's kids. ,https://www.commonsensemedia.org/about-us/news/press-releases/common-sense-kids-action-responds-to-house-vote-on-health-care-bill,jimsteyer,6994
241,"saveaca, ahca",2017-05-04 20:30:24,"donate here to support @mikelevinca fight for the 307k californians rep. issa betrayed today.


 ","donate here to support @mikelevinca fight for the 307k californians rep. issa betrayed today.


 ",https://twitter.com/i/web/status/860230149962219521,iamtimothydavis,6791
242,,2017-05-04 20:30:25,"Wow. The house actually did it. JFC. 

Here’s to hoping this dies in the senate and this vote costs Republicans both chambers.","Wow. The house actually did it. JFC. 

Here’s to hoping this dies in the senate and this vote costs Republicans both chambers.",,ojapa,6860
243,,2017-05-04 20:30:25,"If you're like me, a fortunate Canadian with access to healthcare, please consider channeling your anger and donating to @PPact ","If you're like me, a fortunate Canadian with access to healthcare, please consider channeling your anger and donating to @PPact ",https://twitter.com/i/web/status/860230153191993344,rachellmblair,7167
244,"AHCA, Tcot, trumptrain, MAGA",2017-05-04 20:30:27,"Nothing SWEETER than Liberal tears! Today we are DROWNING in them. THANK YOU Republicans for passing the  !! 
  ","Nothing SWEETER than Liberal tears! Today we are DROWNING in them. THANK YOU Republicans for passing the  !! 
  ",,CSteven,6699
245,,2017-05-04 20:30:28,House Republicans were asked to walk the plank on Trumpcare and they did. Hello 2018 ,House Republicans were asked to walk the plank on Trumpcare and they did. Hello 2018 ,http://www.dailykos.com/story/2017/5/4/1658859/-House-Republicans-were-asked-to-walk-the-plank-on-Trumpcare-and-they-did-Hello-2018,Resistanceraven,6869
246,,2017-05-04 20:30:30,I can't wait to see @MSNBC's coverage of these upcoming town halls. These GOPers are about to get slammed for this  vote! ,I can't wait to see @MSNBC's coverage of these upcoming town halls. These GOPers are about to get slammed for this  vote! ,https://twitter.com/i/web/status/860230173475692544,MarineOneJacob,6738
247,"AHCA, Trumpcare, Obamacare",2017-05-04 20:30:32,SHAME on evry single republican who voted for this disaster   - just to repeal  U guys are the worst. pathetic ppl.,SHAME on evry single republican who voted for this disaster   - just to repeal  U guys are the worst. pathetic ppl.,,lynxmc1,7214
248,AHCA,2017-05-04 20:30:33,The GOP house Republicans passed the  against the will of the American people who when last polled said about 17% supported this bill.,The GOP house Republicans passed the  against the will of the American people who when last polled said about 17% supported this bill.,,EvilGary101,6692
249,America,2017-05-04 20:30:38,So take away from the poor to give a tax cut to the rich? You got to be 💩 me.  you want this? fight bsck✊🏼 ,So take away from the poor to give a tax cut to the rich? You got to be 💩 me.  you want this? fight bsck✊🏼 ,https://twitter.com/nicholsuprising/status/860197511289503744,GabbyQuinteros,6836
250,AHCA,2017-05-04 20:30:39,"A sexual assault offender can become President, but a sexual assault victim cannot get healthcare.   ","A sexual assault offender can become President, but a sexual assault victim cannot get healthcare.   ",,LouLachat,6847
251,,2017-05-04 20:30:40,"The House passed this Horrible Health Bill, . Republicans have committed Political Suicide.","The House passed this Horrible Health Bill, . Republicans have committed Political Suicide.",,OFFTOMARS11531,6845
252,,2017-05-04 20:30:43,My father in law got cancer treatment due to Obamacare ,My father in law got cancer treatment due to Obamacare ,https://twitter.com/funder/status/859921168752668673,heardatwork123,6719
253,SaveTheACA,2017-05-04 20:30:45,"Dear House Republicans, Have a nice tax-payer funded 11 day break. We know where you live  ","Dear House Republicans, Have a nice tax-payer funded 11 day break. We know where you live  ",,eqracer,6916
254,AHCA,2017-05-04 20:30:48,"Current Mood: The Heart Is A Lonely Hunter.
 ","Current Mood: The Heart Is A Lonely Hunter.
 ",,Breznican,6813
255,"GOP, AHCA",2017-05-04 20:30:49,Definitely waste no time in calling your Senators.  needs to hear passing  will definitely have political repercussions  ,Definitely waste no time in calling your Senators.  needs to hear passing  will definitely have political repercussions  ,https://twitter.com/i/web/status/860230252244553728,IndivisibleLuma,7071
256,AHCA,2017-05-04 20:30:51,I honestly feel sick over this. Does that mean I have another pre-existing contusion to add to my list?  ,I honestly feel sick over this. Does that mean I have another pre-existing contusion to add to my list?  ,,RowlandJordyn,7158
257,,2017-05-04 20:30:51,@SenateMajLdr @SpeakerRyan @HouseGOP @SenateGOP @POTUS Fuck you all. God won't let you get away with hurting so many people over healthcare ,@SenateMajLdr @SpeakerRyan @HouseGOP @SenateGOP @POTUS Fuck you all. God won't let you get away with hurting so many people over healthcare ,https://twitter.com/i/web/status/860230263313506307,melinda_lu18,7208
258,AHCA,2017-05-04 20:30:54,"Anyone trademarked Trump Coffins yet?

","Anyone trademarked Trump Coffins yet?

",,HITEXECUTIVE,6773
259,"FireKenBuck, FireScottTipton, FireDougLamborn",2017-05-04 20:30:55,  . They just voted to let Coloradans die. ,  . They just voted to let Coloradans die. ,https://twitter.com/marshallzsays/status/860198257603096577,Lula6288,6864
260,,2017-05-04 18:19:35,"This celebratory atmosphere over stripping health care from the sick is one of the most obscene political spectacles I've witnessed. 
","This celebratory atmosphere over stripping health care from the sick is one of the most obscene political spectacles I've witnessed. 
",,HANAtruly,6945
261,,2017-05-04 20:31:02,@HouseGOP What happens when u sentence a constituent to death and then approve gun purchases for nut jobs? Wait for it. Wait.   ,@HouseGOP What happens when u sentence a constituent to death and then approve gun purchases for nut jobs? Wait for it. Wait.   ,https://twitter.com/i/web/status/860230307546640388,Gr82BUs,6807
262,"BREAKING, trumprussia, russiagate, resist, obamacare",2017-05-04 20:31:06,"""@funder: : House Passes Bill That Will Never Become Law

   ""

LET US HOPE THIS IS TRUE","""@funder: : House Passes Bill That Will Never Become Law

   ""

LET US HOPE THIS IS TRUE",,kayemclaren2,7058
263,,2017-05-04 20:31:07,Way to get 'em is through the courts ,Way to get 'em is through the courts ,https://twitter.com/AGSchneiderman/status/860229551619801088,GWfashionista,6980
264,,2017-05-04 20:31:07,"Cali,  7 dem seats as good as ours in 2018. Donate, call, knock on doors. START TODAY. Issa et al effectively signed their resignations. ","Cali,  7 dem seats as good as ours in 2018. Donate, call, knock on doors. START TODAY. Issa et al effectively signed their resignations. ",https://twitter.com/i/web/status/860230330044661762,kidsistah,7042
265,,2017-05-04 20:31:08,The sad part is ...these voters will pay dearly ,The sad part is ...these voters will pay dearly ,https://twitter.com/dailykos/status/860225901816139776,Hollyberry872,6732
266,,2017-05-04 20:31:10,House Republicans just voted for a healthcare bill that the CBO didn't even have time to score yet.,House Republicans just voted for a healthcare bill that the CBO didn't even have time to score yet.,,KimAcheson,6824
267,,2017-05-04 20:31:11,“Millions of Americans are about to lose health care coverage @GOP are drinking beer”: Dems slam @HouseGOP ,“Millions of Americans are about to lose health care coverage @GOP are drinking beer”: Dems slam @HouseGOP ,http://www.salon.com/2017/05/04/millions-of-americans-are-about-to-lose-health-care-coverage-and-the-republicans-are-drinking-beer-democrats-slam-house-gop-after-passage-of-trumpcare/#.WQuPYwDUtLQ.twitter,TheRReport,6871
268,,2017-05-04 20:31:22,"WATCH: Democrats Taunt House Republicans After Trumpcare Vote, Sing 'Na Na Na Na, Hey, Goodbye'

Decorum Abounds ","WATCH: Democrats Taunt House Republicans After Trumpcare Vote, Sing 'Na Na Na Na, Hey, Goodbye'

Decorum Abounds ",http://www.dailywire.com/news/16080/watch-democrats-taunt-house-republicans-after-robert-kraychik,shanandcrew,7022
269,TrumpCare,2017-05-04 20:31:23," is not only cruel and callous.

It's also unconstitutional.

And @AGSchneiderman is on it. "," is not only cruel and callous.

It's also unconstitutional.

And @AGSchneiderman is on it. ",https://twitter.com/AGSchneiderman/status/860229551619801088,djlavoie,6882
270,AHCA,2017-05-04 20:31:25,"Properly articulating my feelings about  is hard, but I do have two things to say: 
1. Fuck you @HouseGOP
2. Super fuck you @PRyan","Properly articulating my feelings about  is hard, but I do have two things to say: 
1. Fuck you @HouseGOP
2. Super fuck you @PRyan",,MrsJoeBiden,7048
271,,2017-05-04 20:31:27,".@realDonaldTrump First, House Republicans are trying to effectively deny access to reproductive health services—a… ",".@realDonaldTrump First, House Republicans are trying to effectively deny access to reproductive health services—a… ",https://twitter.com/i/web/status/860230412869582848,AGSchneiderman,7179
272,,2017-05-04 20:31:29,House Republicans pass healthcare bill in first step toward replacing Obamacare  ,House Republicans pass healthcare bill in first step toward replacing Obamacare  ,http://www.rightrelevance.com/search/articles/hero?article=8f2d9a743e1badf057cc3c6c9e91bfaa090672f3&query=Bioethics&taccount=bioethicsrr,BioethicsRR,7054
273,,2017-05-04 20:31:30,"@KamalaHarris I have no doubt you oppose this, but I urge you to make the impact clear and I will stand beside you in this fight. ","@KamalaHarris I have no doubt you oppose this, but I urge you to make the impact clear and I will stand beside you in this fight. ",https://twitter.com/i/web/status/860230426220036096,YogicAmnesiac,6859
274,AHCA,2017-05-04 20:31:32,If you voted for trump thinking you were different from the rest. That he would look out for you. Today proves you are wrong. ,If you voted for trump thinking you were different from the rest. That he would look out for you. Today proves you are wrong. ,,beautifullynerd,6752
275,,2017-05-04 20:31:33,Doom in their career in politics &amp; beyond. ,Doom in their career in politics &amp; beyond. ,https://twitter.com/thehill/status/860228058292334593,LaMinang,6953
276,"AHCA, Trumpcare",2017-05-04 20:31:35,This whole  thing makes my head hurt &amp; pressure go up. One way or another @HouseGOP wants me to die. Heartless bastards. ,This whole  thing makes my head hurt &amp; pressure go up. One way or another @HouseGOP wants me to die. Heartless bastards. ,,nikkiyo,7166
277,,2017-05-04 20:31:37,What a disgrace. ,What a disgrace. ,https://twitter.com/thehill/status/860197295995932672,hipsterhobos,7035
278,,2017-05-04 20:31:38,"I don't know why we would expect her to. This notion that Ivanka is a ""Voice of reason"" is a Centrist delusion. ","I don't know why we would expect her to. This notion that Ivanka is a ""Voice of reason"" is a Centrist delusion. ",https://twitter.com/activist360/status/860228874910748672,RealChrisCutts,6863
279,AHCA,2017-05-04 20:31:42,. How much did the taxpayers pay for their celebration?  What asses!!!,. How much did the taxpayers pay for their celebration?  What asses!!!,,hossp63,6829
280,"AZ, GOP, ACA",2017-05-04 20:31:44,Andy Biggs was sole  Congressional  House member to vote against  repeal ,Andy Biggs was sole  Congressional  House member to vote against  repeal ,https://twitter.com/mviser/status/860198098433454080,SusanHowardSXSW,6757
281,"Obamacare, TrumpCare",2017-05-04 20:31:45,Same people against  R the main ones that need it🤔cuz  is 4 the rich &amp; uninjured &amp; U aint Rich😂   ,Same people against  R the main ones that need it🤔cuz  is 4 the rich &amp; uninjured &amp; U aint Rich😂   ,https://twitter.com/i/web/status/860230488618872832,End_Prejudice,7061
282,AHCA,2017-05-04 20:31:48,Today is an absolutely sad day for America. I'm at a loss of words because I'll definitely lose my health insurance now. ,Today is an absolutely sad day for America. I'm at a loss of words because I'll definitely lose my health insurance now. ,,RyanJKaz,6712
283,AHCA,2017-05-04 20:31:51,"""Oh wow, thanks for visiting-"" ""Actually, Lord Vader says you can't stay here."" *pulls out of bed*   ","""Oh wow, thanks for visiting-"" ""Actually, Lord Vader says you can't stay here."" *pulls out of bed*   ",https://twitter.com/i/web/status/860230514287853568,JuniperNichols,6761
284,AHCA,2017-05-04 20:31:52,Ever read Better off Dead? Read it. You'll see PTSD in the (albeit Canadian) military. Rape is NOT a pre-existing condition  1/2,Ever read Better off Dead? Read it. You'll see PTSD in the (albeit Canadian) military. Rape is NOT a pre-existing condition  1/2,,jo_strong_,6818
285,"TheResistance, Deathcare, AHCA",2017-05-04 20:31:54," Let's get  trending as the right name for  since that's what it really is!

PLS RETWEET

@mikefarb1
@HouseGOP "," Let's get  trending as the right name for  since that's what it really is!

PLS RETWEET

@mikefarb1
@HouseGOP ",https://twitter.com/i/web/status/860230524803141632,JustLibertyRi,6875
286,,2017-05-04 20:31:54,I just published “The House Republicans’ Shameful Suicide Pact” ,I just published “The House Republicans’ Shameful Suicide Pact” ,https://medium.com/p/the-house-republicans-shameful-suicide-pact-989970d58e51,ormacheatuco,7156
287,AHCA,2017-05-04 20:31:56,. The Grand Ole Putin Party has delivered for their Murderous Boss. Americans will surely Die! Congrats Vladimir. Your plan is working.,. The Grand Ole Putin Party has delivered for their Murderous Boss. Americans will surely Die! Congrats Vladimir. Your plan is working.,,YvetteJiselle,7163
288,,2017-05-04 20:32:02,Shit they will never experience.. amazing ,Shit they will never experience.. amazing ,https://twitter.com/shannonrwatts/status/860216330120814592,AlexandriaRae_,7144
289,,2017-05-04 20:32:10,GONE GIRLS AND BOYS!! ,GONE GIRLS AND BOYS!! ,https://twitter.com/UniReEditor/status/860230317151539200,hannahblue3,6984
290,"AHCA, ResistTrump, VoteThemOut",2017-05-04 20:32:15,My pinned tweet IS NOT A JOKE!!!   We must  plz read n spread my pinned 🙌🏽🙌🏽🙌🏽 @mmpadellan @funder @CNN ,My pinned tweet IS NOT A JOKE!!!   We must  plz read n spread my pinned 🙌🏽🙌🏽🙌🏽 @mmpadellan @funder @CNN ,https://twitter.com/i/web/status/860230614334791680,JamesRusso2d3d,6753
291,"aca, ahca, obamacare, whitesupremacy, institutionalracism",2017-05-04 20:32:18,"""white folk hate me like obamacare."" - @JosephChilliams Words still hold true     ","""white folk hate me like obamacare."" - @JosephChilliams Words still hold true     ",,KidCano,6888
292,AHCA,2017-05-04 20:32:19," passing while Congress keeps their Obamacare but u see ppl getting happy to ""watch the left cry"" are dumb as shit. Y'all left out to!"," passing while Congress keeps their Obamacare but u see ppl getting happy to ""watch the left cry"" are dumb as shit. Y'all left out to!",,Dawneei,7044
293,,2017-05-04 20:32:19,Thanks men who don't have to deal with any of these. Unacceptable. ,Thanks men who don't have to deal with any of these. Unacceptable. ,https://twitter.com/shannonrwatts/status/860216330120814592,kec725,6912
294,AHCA,2017-05-04 20:32:22,"This is it people, time we 4get Trump &amp; focus all our energy on""The GOP"". Hold them to account on everything including what Trump does ","This is it people, time we 4get Trump &amp; focus all our energy on""The GOP"". Hold them to account on everything including what Trump does ",,ChelseaFunGirl,6798
295,,2017-05-04 20:32:34,Let's hope so.... ,Let's hope so.... ,https://twitter.com/thehill/status/860228058292334593,Nycd16Indivis,6835
296,AHCA,2017-05-04 20:32:35,Special ed services for disabled kids would be cut under the .  Not much discussed;  really important.  @CitizenCohn ,Special ed services for disabled kids would be cut under the .  Not much discussed;  really important.  @CitizenCohn ,https://twitter.com/i/web/status/860230699458146304,judith_graham,6972
297,,2017-05-04 20:16:03,"How about that coward @jasoninthehouse Jason Chaffetz, the House Oversight Chair who skipped town for Flynn, but slithered back for ","How about that coward @jasoninthehouse Jason Chaffetz, the House Oversight Chair who skipped town for Flynn, but slithered back for ",,JeffCerulli,7051
298,"ahca, trumpcare",2017-05-04 20:32:37,The latest The Mich Stepping Stones Daily!  Thanks to @bett1230 @Bad_Woof @HillarySi2016  ,The latest The Mich Stepping Stones Daily!  Thanks to @bett1230 @Bad_Woof @HillarySi2016  ,http://paper.li/michstepstone?edition_id=cdf47960-3108-11e7-84bd-0cc47a0d15fd,michstepstone,6803
299,AHCA,2017-05-04 20:32:43,two of my immediate family members will die if the  passes the Senate,two of my immediate family members will die if the  passes the Senate,,maraleia,6988
300,AHCA,2017-05-04 20:32:47,America needs help. Someone please help us. ,America needs help. Someone please help us. ,,wheresmyoj,6957
301,,2017-05-04 20:32:46,Thread 👇🏽 ,Thread 👇🏽 ,https://twitter.com/agschneiderman/status/860229551619801088,thenewred1,7063
302,AHCA,2017-05-04 20:32:50,"GOP,
Your actions belie your words and show that truly you are evil cowards only concerned with yourselves. You voted to KILL CHILDREN
","GOP,
Your actions belie your words and show that truly you are evil cowards only concerned with yourselves. You voted to KILL CHILDREN
",,AWorldOutOfMind,7059
303,,2017-05-04 20:32:54,"Watch as Democrats break out in song as the AHCA passes the House

  ","Watch as Democrats break out in song as the AHCA passes the House

  ",http://www.businessinsider.com/watch-democrats-break-out-song-ahca-passes-obamacare-republicans-vote-aca-healthcare-2017-5,CherryCoffeeLou,6694
304,,2017-05-04 20:32:58,republicans are literally evil lol ,republicans are literally evil lol ,https://twitter.com/twittermoments/status/860199626363858944,wildestdreamed,7096
305,AHCA,2017-05-04 20:32:58,Every Republican who voted for  routinely congratulates themselves for the moral superiority conferred by their smug Christianity.,Every Republican who voted for  routinely congratulates themselves for the moral superiority conferred by their smug Christianity.,,bpwerks,6868
306,,2017-05-04 20:33:05,"This is messed up. Shame on them ""House Republicans narrowly pass controversial bill to overhaul health-care system"" ","This is messed up. Shame on them ""House Republicans narrowly pass controversial bill to overhaul health-care system"" ",http://wapo.st/2p7JcaP?tid=ss_tw,Raysa_Leer,6952
307,AHCA,2017-05-04 20:33:11,. @GOP concerned about looking us in the face over . Should worry about that as they turn us into Europe w the refugee program.,. @GOP concerned about looking us in the face over . Should worry about that as they turn us into Europe w the refugee program.,,deplorable_k,6653
308,Obamacare,2017-05-04 20:33:14,ObamaCare repeal bill could affect employer health plans: report  ♥♥♥ ,ObamaCare repeal bill could affect employer health plans: report  ♥♥♥ ,http://sharenewsfeed.com/search/economy/1?spa9hfm,MOnyryx,6954
309,AHCA,2017-05-04 20:33:18,"If you ever seriously said ""but her emails,"" whatever mental disorder you have is a pre-existing condition not covered under the .","If you ever seriously said ""but her emails,"" whatever mental disorder you have is a pre-existing condition not covered under the .",,TheSciBabe,6676
310,,2017-05-04 20:33:18,Suggest not partying yet ... @POTUS @mitchmcconnell_ ,Suggest not partying yet ... @POTUS @mitchmcconnell_ ,https://twitter.com/realDonaldTrump/status/860194183797243904,Iris2856,6808
311,"Trumpcare, Obamacare",2017-05-04 20:33:21," -- preview of its clever ""high risk pools"" (See  for less expensive, better coverage) "," -- preview of its clever ""high risk pools"" (See  for less expensive, better coverage) ",,langdonw,6795
312,AHCA,2017-05-04 20:33:21,".@FoxNews @POTUS @GOP @CNN @MSNBC I'm still doubtful, but hopeful at the same time. Not like we have a choice. We shall see. ",".@FoxNews @POTUS @GOP @CNN @MSNBC I'm still doubtful, but hopeful at the same time. Not like we have a choice. We shall see. ",,mtnpoet,6689
313,AHCA,2017-05-04 20:33:22,"Is this what Trump meant by ""grab them by the pussy?"" ","Is this what Trump meant by ""grab them by the pussy?"" ",,mixtapemandi,7189
314,AHCA,2017-05-04 20:33:24,Would u wanna b a GOPer who voted against  n has 2 face the wrath of the base or 1 who voted 4 it n has 2 face the wrath of evry1 else?,Would u wanna b a GOPer who voted against  n has 2 face the wrath of the base or 1 who voted 4 it n has 2 face the wrath of evry1 else?,,RavenLaR,6755
315,,2017-05-04 20:33:30,I hate him and them and the bill ,I hate him and them and the bill ,https://twitter.com/mrntweet2/status/860218530712518656,jamayypups,6683
316,AHCA,2017-05-04 20:33:32,"I will literally die lol.
 ","I will literally die lol.
 ",https://twitter.com/SaysHummingbird/status/860223312911364096,NUCLEARnicole,7055
317,"AHCA, TrumpCare, GOP",2017-05-04 20:33:32,Sounds about right. Fake Christians just voted to kill their voters for a tax cut.    ,Sounds about right. Fake Christians just voted to kill their voters for a tax cut.    ,https://twitter.com/AnnieSage/status/860230346566225921,LejanATX,6759
318,AHCA,2017-05-04 20:33:33,"But to Congressmen, this will never matter. Why? Congress and their staff are exempt. They still get the care we all deserve.  13","But to Congressmen, this will never matter. Why? Congress and their staff are exempt. They still get the care we all deserve.  13",,Aurinth,6724
319,AHCA,2017-05-04 20:33:33,"More appropriate would be ""left a trail of slime as he returned for .""  Snakes have much more class than slugs. Anyone have salt? ","More appropriate would be ""left a trail of slime as he returned for .""  Snakes have much more class than slugs. Anyone have salt? ",https://twitter.com/i/web/status/860230940701929472,MagyarBear,7014
320,,2017-05-04 20:33:34,"We shouldn't call it Trumpcare, since @realDonaldTrump doesn't. ","We shouldn't call it Trumpcare, since @realDonaldTrump doesn't. ",https://twitter.com/SonofRascus/status/860224425970544640,McBlondeLand,7084
321,AHCA,2017-05-04 20:33:34,"@senrobportman @amyklobuchar Will u oppose ,which would eliminate any progress made in the fight against the ?Will u fight for Ohioans?","@senrobportman @amyklobuchar Will u oppose ,which would eliminate any progress made in the fight against the ?Will u fight for Ohioans?",https://twitter.com/i/web/status/860230945089236992,Archmom1,7052
322,BREAKING,2017-05-04 18:24:55,": House Republicans have narrowly passed a bill to repeal and replace Obamacare, in a major victory for @realDonaldTrump",": House Republicans have narrowly passed a bill to repeal and replace Obamacare, in a major victory for @realDonaldTrump",,carolinemarcus,6665
323,AHCA,2017-05-04 20:33:39,"On the bright side, if we lose our coverage, we'll save $$$$ on premiums that we can put towards our big funeral costs. ","On the bright side, if we lose our coverage, we'll save $$$$ on premiums that we can put towards our big funeral costs. ",,cwethern,6900
324,,2017-05-04 20:33:39,"""Quality &amp; affordable healthcare with key patient protections is necessary for the health &amp; safety of &gt;32 million Americans w/ lung disease"" ","""Quality &amp; affordable healthcare with key patient protections is necessary for the health &amp; safety of &gt;32 million Americans w/ lung disease"" ",https://twitter.com/i/web/status/860230967046406144,ambiencedata,6662
325,AHCA,2017-05-04 20:33:43,I have yet to see @SenJohnMcCain Sen @JeffFlake demonstrate they care about their constituents over party but I pray they will vote no ,I have yet to see @SenJohnMcCain Sen @JeffFlake demonstrate they care about their constituents over party but I pray they will vote no ,,jcfulls,6741
326,,2017-05-04 20:33:49,House Republicans pass bill to repeal Obamacare  via @FT,House Republicans pass bill to repeal Obamacare  via @FT,http://on.ft.com/2p7UKLs,TradingJeremy,6707
327,AHCA,2017-05-04 20:33:51,"Again, USA: Trump wants  so that he can kill 29,000 Americans a year and give himself $75 for every death.  &amp;  ","Again, USA: Trump wants  so that he can kill 29,000 Americans a year and give himself $75 for every death.  &amp;  ",https://twitter.com/i/web/status/860231017440870400,michael_w_busch,6910
328,AHCA,2017-05-04 20:33:52,this is what 45 supporters voted for....sad ...they shot themselves in the ass and now can't afford medical care for the wound... ,this is what 45 supporters voted for....sad ...they shot themselves in the ass and now can't afford medical care for the wound... ,,dmaluk1,6660
329,AHCA,2017-05-04 20:33:52,"-If R/conserv: Loyal GOP; DT may have lost u, but stand by this Rep—BUT  travesty loses it (turning you single-issue)","-If R/conserv: Loyal GOP; DT may have lost u, but stand by this Rep—BUT  travesty loses it (turning you single-issue)",,antonejohnson,6880
330,"FoxNews, ThisWeek, PBSNews, CNN, Trump, ObamaCare",2017-05-04 20:33:53,"@FoxNews @POTUS       We are the Champions, We are the Champions, We are the Champion   ","@FoxNews @POTUS       We are the Champions, We are the Champions, We are the Champion   ",https://twitter.com/i/web/status/860231026588606464,hughvonN,6684
331,,2017-05-04 20:33:56,Front-lines leadership. ,Front-lines leadership. ,https://twitter.com/AGSchneiderman/status/860229551619801088,mmwuest,6652
332,RESIST,2017-05-04 20:34:01, REPUBS WILL PAY THE PRICEHouse Republicans finally pass an Obamacare repeal and replacement  via @HuffPostPol, REPUBS WILL PAY THE PRICEHouse Republicans finally pass an Obamacare repeal and replacement  via @HuffPostPol,http://www.huffingtonpost.com/entry/house-republicans-finally-pass-an-obamacare-repeal-and-replacement_us_590b5e1fe4b0e7021e956436?ncid=engmodushpmg00000004,rath_22,6946
333,AHCA,2017-05-04 20:34:03,@RepJohnKatko Thank you for voting no on the .,@RepJohnKatko Thank you for voting no on the .,,danimar07,6722
334,"AHCA, ObamaCare, TrumpCare",2017-05-04 20:34:07,Romania🇷🇴 Russia🇷🇺 Serbia🇷🇸 Sweden🇸🇪 Switzerland🇨🇭 UK🇬🇧Bahamas🇧🇸 Canada🇨🇦 CostaRica🇨🇷 have Universal Health Care   ,Romania🇷🇴 Russia🇷🇺 Serbia🇷🇸 Sweden🇸🇪 Switzerland🇨🇭 UK🇬🇧Bahamas🇧🇸 Canada🇨🇦 CostaRica🇨🇷 have Universal Health Care   ,,YourAnonCentral,7030
335,LicenseToDiscriminate,2017-05-04 20:34:07,But it is ok because we have a  now! Good day for all those 'Christians' can't wait until you face our maker! ,But it is ok because we have a  now! Good day for all those 'Christians' can't wait until you face our maker! ,https://twitter.com/i/web/status/860231084281384961,JesseAosta,6648
336,"shameonyou, obamacare, ACHA, killthebill",2017-05-04 20:34:19,Malignant Republican reps who voted for this Trump-Doesn't-Care bill just committed a hate crime.    ,Malignant Republican reps who voted for this Trump-Doesn't-Care bill just committed a hate crime.    ,,KimberlyGadette,7181
337,AHCA,2017-05-04 20:34:22,"Watching the flow of news on the , feeling like I'm watching a play I've seen before but with different actors cast as the same roles.","Watching the flow of news on the , feeling like I'm watching a play I've seen before but with different actors cast as the same roles.",,ChrisSafran,6908
338,"BlackTwitter, BlackLove, NoScrubs, ObamaCare",2017-05-04 20:34:23,STOP PLAYING: Are you slipping on a good man? Rethink UR priorities       ,STOP PLAYING: Are you slipping on a good man? Rethink UR priorities       ,https://twitter.com/i/web/status/860231149490229252,BlackPressRadio,6981
339,,2017-05-04 20:34:24,Not the best example. SSRI's only cost about $10 a month without insurance - and therapy sessions cost money w/ or w/o health insurance ,Not the best example. SSRI's only cost about $10 a month without insurance - and therapy sessions cost money w/ or w/o health insurance ,https://twitter.com/i/web/status/860231156469440513,SeitoStockman,7147
340,,2017-05-04 20:34:26,The GOP health bill will take away rehabilitative care. @RepJimRenacci it's time We're supporting your opponent. ,The GOP health bill will take away rehabilitative care. @RepJimRenacci it's time We're supporting your opponent. ,https://twitter.com/actblue/status/860208818189463552,mrshellwinger,7016
341,Obamacare,2017-05-04 20:34:27,Is your America great now? ,Is your America great now? ,,FrozenShadow_,6740
342,AHCA,2017-05-04 20:34:29,Republicans make it easy for me to have no respect for them  ,Republicans make it easy for me to have no respect for them  ,,whatsalegacy,7099
343,,2017-05-04 20:34:29,Exactly! ,Exactly! ,https://twitter.com/miltons_satan/status/860212069915795456,eileengo1,6765
344,AHCA,2017-05-04 20:34:32,"Lou's right. Once again, the wealthy and powerful take from working families.  is bad for Ohio and our country… ","Lou's right. Once again, the wealthy and powerful take from working families.  is bad for Ohio and our country… ",https://twitter.com/i/web/status/860231188467916800,Ted_Strickland,6963
