ID,#ofRts,HashTags,TweetText,Output,URL,User,Randomize
450,607,,"Duets are for TWO people, they said.
You can't sing two parts ALONE, they said.
It'll be weird, they said.
Croatia:… ","Duets are for TWO people, they said.
You can't sing two parts ALONE, they said.
It'll be weird, they said.
Croatia:… ",,kyleo71,
1056,6,Eurovision,"Dude I like your song, don't go all Ryan Gosling in La La Land on me. ","Dude I like your song, don't go all Ryan Gosling in La La Land on me. ",,yjpjzPiWlo8RbFO,
548,3414,"Eurovision, Britain",Dont forget that if you drink/drug drive after  you may end up with more points than  ,Dont forget that if you drink/drug drive after  you may end up with more points than  ,,megjojo20,
999,86,EUROVISION,don't worry guys we could still win the electoral college ,don't worry guys we could still win the electoral college ,,Matt_SpaceOtaku,
439,23,"eurovision, manelnavarro",Don't worry bro... I got you @ManelNMusic   ,Don't worry bro... I got you @ManelNMusic   ,,paulablaux,
625,1,Eurovision,Do it for your lover  ,Do it for your lover  ,,CarlitaLincecum,
1105,74,"EurovisionRTVE, Eurovision, ESC2017",DO IT FOR THE LAST PLACE      ,DO IT FOR THE LAST PLACE      ,,Hannah_DeForest,
235,1046,"BLR, Eurovision",Didnt even know this was a country  ,Didnt even know this was a country  ,,mattismylife97,
124,0,,did that happen for real? ,did that happen for real? ,https://twitter.com/barnsleysime/status/863478444033789953,DessertsRadio,
816,0,,Deeply disturbing! ,Deeply disturbing! ,https://twitter.com/ibikebrighton/status/863515623585964035,DiChristine,
421,0,Eurovision,"Death, Taxes and this  ","Death, Taxes and this  ",,chrisomni,
984,173,Eurovision,"Dear Australia, WE LOVE YOU! ","Dear Australia, WE LOVE YOU! ",,BsQ25IIwfgzESDg,
14,2,,DEAD 😂😂😂😂😂 ,DEAD 😂😂😂😂😂 ,https://twitter.com/nwpolice/status/863498722646392838,oBfDHDdfkKWSbz5,
460,425,"Brexit, Eurovision",Cue the  jokes  ,Cue the  jokes  ,,williammoalaeua,
279,3486,eurovision,CROATIA TO WIN! (also bonus points to yodelling Romania and treadmill Sweden) ,CROATIA TO WIN! (also bonus points to yodelling Romania and treadmill Sweden) ,,najera_imelda,
187,1284,"Eurovision, POR",CREEPY FINGERS 0/10  ,CREEPY FINGERS 0/10  ,,mattismylife97,
331,10,"Portugal, Eurovision","Congratulations, ! Worthy winner of  in Kyiv!

Congratulations also to Ukraine for hosting a superb song contest!","Congratulations, ! Worthy winner of  in Kyiv!

Congratulations also to Ukraine for hosting a superb song contest!",,FSwissmartini,
451,3,Eurovision,"Congratulations Portugal  
You did great see you in Lisbon next year 💕🌹💜💖💞😜🍾🍹 ","Congratulations Portugal  
You did great see you in Lisbon next year 💕🌹💜💖💞😜🍾🍹 ",,kentkristensen0,
640,8,"Eurovision, Moldova, sunstrokeproject, EpicSaxGuy",Congratulations Moldova for the 3rd place ❤️     ,Congratulations Moldova for the 3rd place ❤️     ,,carpe_canem,
1173,0,"Portugal, Eurovision, Bulgaria, portugaleurovision",Congrats to  for the victory at . Also to  for coming in a strong 2nd place! ,Congrats to  for the victory at . Also to  for coming in a strong 2nd place! ,,betbitlive,
322,3250,eurovision,choose your fighter  ,choose your fighter  ,,igelzeit,
961,1048,Eurovision,"CHOOSE YOUR FIGHTER

 ","CHOOSE YOUR FIGHTER

 ",,ShortBeckie,
626,32,Eurovision,Carl shook off his disappoint that Le Pen lost and performed quite well tonight. @Sargon_of_Akkad  ,Carl shook off his disappoint that Le Pen lost and performed quite well tonight. @Sargon_of_Akkad  ,,federer231,
406,18,EUROVISION,"Can we get skepsis, darkzy or bru-c representing us on  next year","Can we get skepsis, darkzy or bru-c representing us on  next year",,rFcdRiwgGu9726F,
737,0,"eurovision, arm",By celebrate diversity did we mean 6 armed women 😎  ,By celebrate diversity did we mean 6 armed women 😎  ,,jojothehobbit,
16,6120,Eurovision,Buzzfeed Germany has no chill  ,Buzzfeed Germany has no chill  ,,badpromdate,
777,0,Eurovision,"Britain's Lucie Jones wins a standing ovation after her dazzling  performance
","Britain's Lucie Jones wins a standing ovation after her dazzling  performance
",http://www.telegraph.co.uk/tv/2017/05/13/britains-lucie-jones-wins-standing-ovation-dazzling-eurovision/,NewsInTheWorld,
629,949,eurovision,"Britain, can we have your scores please... 
 ","Britain, can we have your scores please... 
 ",,gareth_hurley,
133,1276,"Eurovision, GRE",Bring back the gorilla... 0/10    ,Bring back the gorilla... 0/10    ,,mattismylife97,
986,503,Eurovision,BREAKING: Last minute entry into the ! ,BREAKING: Last minute entry into the ! ,,rWcW228kQCDBqpl,
338,345,Eurovision,"Bowie is dead, and this song makes it seem like he never lived
","Bowie is dead, and this song makes it seem like he never lived
",,FlagellumOBrien,
792,386,Eurovision,"Bottoms up. 🥂
 ","Bottoms up. 🥂
 ",,kyleo71,
241,1492,"Eurovision, pol",Boobs  ,Boobs  ,,mattismylife97,
491,0,,Bless ,Bless ,https://twitter.com/bbceurovision/status/863517534032715776,suga4town,
21,0,"Eurovision, UFC211, Portugal, WhitePeople",Bill and Hillary Clinton Body Count   i   ,Bill and Hillary Clinton Body Count   i   ,http://www.youtube.com/watch?v=b1ZAqCi1mhs,ZQuenton,
230,685,"AUS, Eurovision","Best one so far, but that doesn't really say much  ","Best one so far, but that doesn't really say much  ",,mattismylife97,
810,4,"AUS, SBSEurovision, eurovision","Besides, I think next year we should just enter Sia to troll with everybody.   ","Besides, I think next year we should just enter Sia to troll with everybody.   ",,Ky1i3F,
642,1,eurovision,"Believe me, it is. While liberals are raving over  the details always been on @TomiLahren &amp; @seanhannity… ","Believe me, it is. While liberals are raving over  the details always been on @TomiLahren &amp; @seanhannity… ",,TrumpResistX,
1106,0,"Euro, EU, Eurovision, Australia","Because the  vision is to assimilate the whole world. Resistance is futile! ;)
  
","Because the  vision is to assimilate the whole world. Resistance is futile! ;)
  
",https://twitter.com/TechnicallyRon/statuses/863493178170773504,realcreteguy,
80,35,eurovision,"beautiful cinnamon roll too good for this world, too pure  ","beautiful cinnamon roll too good for this world, too pure  ",,Oskolok__,
1040,0,"esc2017, Eurovision, eurovision17",Beautiful @birgitstauber!    ,Beautiful @birgitstauber!    ,https://twitter.com/birgitstauber/status/863554117192605697,GermanActress,
859,0,"Eurovision, Portugal",BBC News -  2017: 's ballad wins contest ,BBC News -  2017: 's ballad wins contest ,http://www.bbc.com/news/entertainment-arts-39911839,leonjwilliams,
215,60,Eurovision,BBC are already on to Adele.  ,BBC are already on to Adele.  ,,Harkinson,
256,29,"Eurovision, WhitePeople",Barack Obama was Caught Smoking Crack in Limousine with Gay Lover   b ,Barack Obama was Caught Smoking Crack in Limousine with Gay Lover   b ,,vcapozzi2,
479,268,Eurovision,Azerbaijan isn't actually a real country but no one seems to have noticed. ,Azerbaijan isn't actually a real country but no one seems to have noticed. ,,yerolcusu,
1161,1,"EUROVISION, ESC2017",AUSTRALIA WE LET YOU PARTICAPATE THIS ONCE AND THIS IS THE THANKS WE GET?😂😂   ,AUSTRALIA WE LET YOU PARTICAPATE THIS ONCE AND THIS IS THE THANKS WE GET?😂😂   ,,elsinga86,
691,4,eurovision,Australia is offshoring so many jobs that even their mooning is being performed by foreigners ,Australia is offshoring so many jobs that even their mooning is being performed by foreigners ,,polypep,
785,606,EUROVISION,Australia is my favourite country in Europe ,Australia is my favourite country in Europe ,,emmabakerx,
280,456,Eurovision,ATTENTION: Arse-bearer at the ! ,ATTENTION: Arse-bearer at the ! ,,0242XIhr56fj56G,
807,122,Eurovision,At least you don't need this  voting guide this year. Or do you....? ,At least you don't need this  voting guide this year. Or do you....? ,,passthedolma,
182,7628,,"as if we weren't already unpopular, post-brexit united kingdom may be the first contestant to actually get negative points! ","as if we weren't already unpopular, post-brexit united kingdom may be the first contestant to actually get negative points! ",,lovliestpmI,
696,1,,As I said to @navahw: Nothing says Ukraine to me quite like a chainmail tunic and leather-clad background dancers.… ,As I said to @navahw: Nothing says Ukraine to me quite like a chainmail tunic and leather-clad background dancers.… ,,navahw,
1185,0,eurovision,Are they complaining about Australia in  because of how well we do in the commonwealth games?,Are they complaining about Australia in  because of how well we do in the commonwealth games?,,MattHarveyStuff,
1119,15,,Apparently I must censor myself because some effeminates are watching tv. ,Apparently I must censor myself because some effeminates are watching tv. ,https://twitter.com/shethrans/status/863509487612723202,ABrexitBriton,
291,1791,Eurovision,And you're wondering why we're leaving? ,And you're wondering why we're leaving? ,,shschmidt,
174,11595,Eurovision,and with that swift but firm booty shake - australia were never invited back  ,and with that swift but firm booty shake - australia were never invited back  ,,RaeRawrRae1,
1327,1,Eurovision,And the award for best Eurovision commentary goes @GrantAgnew 😂👍🏻,And the award for best Eurovision commentary goes @GrantAgnew 😂👍🏻,,V2x82amZL4kB69p,
64,2613,"Eurovision, ESC2017",And Portugal have won  for the first time! Congratulations Salvador Sobral!  ,And Portugal have won  for the first time! Congratulations Salvador Sobral!  ,,Eurobloccat,
950,58,Eurovision,Amusing ourselves between  songs by looking for dancing queens on  (YT13 Add42497… ,Amusing ourselves between  songs by looking for dancing queens on  (YT13 Add42497… ,http://www.bl.uk/manuscripts/Default.aspx,awildart,
1191,572,Eurovision,Americans on Twitter during  - now you know how us Europeans feel during Superbowl 😂 ,Americans on Twitter during  - now you know how us Europeans feel during Superbowl 😂 ,,allie_sumner,
1322,10,Eurovision,All the Americans in my timeline are jealous of  and we tell them that's why we don't go to war anymore ,All the Americans in my timeline are jealous of  and we tell them that's why we don't go to war anymore ,,maggieinlondon,
402,1018,"Eurovision, ESC2017",Ahhhhh the winning  song; 'Amar Pelos Dois' sung by Salvador and his sister Luisa.  ,Ahhhhh the winning  song; 'Amar Pelos Dois' sung by Salvador and his sister Luisa.  ,,SerendipitySays,
542,66,Eurovision,"Ah, this is boring. Check our the best ever  winner. Fairytale by Alexander Rybak. ","Ah, this is boring. Check our the best ever  winner. Fairytale by Alexander Rybak. ",https://amp.twimg.com/v/63121b4d-ea31-40c8-91df-ef7286f42c95,CraigCarrigan2,
1168,474,Eurovision,"ah yes, the jewelled milk carton, my favourite instrument
","ah yes, the jewelled milk carton, my favourite instrument
",,thebeangabby,
58,55,Eurovision,After writing the title to your essay  ,After writing the title to your essay  ,,PingoId91,
885,0,Eurovision,After Brexit does the UK have to stop competing in ?,After Brexit does the UK have to stop competing in ?,,MattHarveyStuff,
289,0,JOB,"ADMIN : Western Cape
General Office worker required. Must be ...[READ MORE] &gt;&gt;   ","ADMIN : Western Cape
General Office worker required. Must be ...[READ MORE] &gt;&gt;   ","http://tinyurl.com/mtskl7x, https://twitter.com/i/web/status/863607329463443456",tolajobjobs,
324,0,"JOB, Eurovision","ADMIN : Mpumalanga
ADMINISTRATOR REQUIRED IN NELSPRUIT     ...[READ MORE] &gt;&gt;   ","ADMIN : Mpumalanga
ADMINISTRATOR REQUIRED IN NELSPRUIT     ...[READ MORE] &gt;&gt;   ",http://tinyurl.com/ltakzr2,tolajobjobs,
299,0,JOB,"ADMIN : KwaZulu/Natal
Duties will include:   Assist with the d...[READ MORE] &gt;&gt;   ","ADMIN : KwaZulu/Natal
Duties will include:   Assist with the d...[READ MORE] &gt;&gt;   ","http://tinyurl.com/m3uo5lm, https://twitter.com/i/web/status/863607345863151617",tolajobjobs,
310,0,"JOB, Eurovision","ADMIN : Gauteng
Superior Spa &amp;amp; Bath - established co...[READ MORE] &gt;&gt;   ","ADMIN : Gauteng
Superior Spa &amp;amp; Bath - established co...[READ MORE] &gt;&gt;   ",http://tinyurl.com/lxcn4ob,tolajobjobs,
308,0,"JOB, Eurovision","ADMIN : Gauteng
Do all Administrati ve work  Have comput...[READ MORE] &gt;&gt;   ","ADMIN : Gauteng
Do all Administrati ve work  Have comput...[READ MORE] &gt;&gt;   ",http://tinyurl.com/kccgfyj,tolajobjobs,
6,1,Eurovision,Actually Australia is perhaps won  but a Canadian (Céline Dion) won the contest in 1988 for Switzerland.,Actually Australia is perhaps won  but a Canadian (Céline Dion) won the contest in 1988 for Switzerland.,,lisefalardeau,
273,97,,"ACID  ATTACKS: The UK is now the acid attack capital of the world. Thankfully, they Brexited.


","ACID  ATTACKS: The UK is now the acid attack capital of the world. Thankfully, they Brexited.


",http://trib.al/8FzjcRh,trader_sam,
1096,100,"AUS, SBSEurovision, Eurovision",A top 10 finish for ! Nice work @isaiahofficial!   🇦🇺 ,A top 10 finish for ! Nice work @isaiahofficial!   🇦🇺 ,,esc_hdub,
391,1975,"12points, Eurovision",A reminder of Australia's important place in Europe.   ,A reminder of Australia's important place in Europe.   ,,swagasugaa,
278,2,Eurovision,A new meme has been born. Thank you  ,A new meme has been born. Thank you  ,,that_rachael,
894,399,Eurovision,"A hard border it is then, Ireland. ","A hard border it is then, Ireland. ",,LapwingPD972,
345,0,Eurovision,"5th to 2nd to 9TH at .  I call for an urgent high performance review, we finished only 6 places above the UK.","5th to 2nd to 9TH at .  I call for an urgent high performance review, we finished only 6 places above the UK.",,mcowling065,
612,174,Eurovision,"200 million viewers. 42 acts. 1 winner. Congratulations, Portugal!  ","200 million viewers. 42 acts. 1 winner. Congratulations, Portugal!  ",https://twitter.com/bbceurovision/status/863523121680310275,Hildahiro,
436,643,Eurovision,12 points to UK! YAY!  ,12 points to UK! YAY!  ,,SerendipitySays,
1257,1,"Eurovision2017, Eurovision","10 points from Slovenia! @Dean0909 is currently making a list of obscure countries to visit.

 ","10 points from Slovenia! @Dean0909 is currently making a list of obscure countries to visit.

 ",,Dean0909,
200,2682,"Eurovision, ITA",0/10 UNTIL THAT GORILLA CAME OUT 100000/10  ,0/10 UNTIL THAT GORILLA CAME OUT 100000/10  ,,mattismylife97,
304,31,"Portugal, Eurovision","🔴 Press Conference:  🇵🇹 
""I think the real Hero is Ronaldo for Portugal  but I am not a nationa… ","🔴 Press Conference:  🇵🇹 
""I think the real Hero is Ronaldo for Portugal  but I am not a nationa… ",,marilyn4ik,
40,36,"Eurovision, Denmark","💜💜💜💜💜💜
💜💜💜💜💜
💜💜💜💜
💜💜💜
💜💜
💜

 who will win it's starts in less than 2 hours enjoy the show  🇩🇰
Pl… ","💜💜💜💜💜💜
💜💜💜💜💜
💜💜💜💜
💜💜💜
💜💜
💜

 who will win it's starts in less than 2 hours enjoy the show  🇩🇰
Pl… ",,sussyy1234,
1306,374,,👏🏻👏🏻👏🏻 12 points ,👏🏻👏🏻👏🏻 12 points ,https://twitter.com/modeberra/status/863498708180185089,ShiniByakko,
608,34,,"🐵 Don't let people make a monkey out of you! 🐒

More idioms and phrases here: … ","🐵 Don't let people make a monkey out of you! 🐒

More idioms and phrases here: … ",http://bbc.in/2qczbvn,shinyrise,
993,127,Eurovision,"🏆🏆 Champions League
🏆 Copa Del Rey
🏆 Club World Cup
🏆 Super Cup 
🏆  

Fair play Gareth Bale 👏🏼👏🏼👏🏼 ","🏆🏆 Champions League
🏆 Copa Del Rey
🏆 Club World Cup
🏆 Super Cup 
🏆  

Fair play Gareth Bale 👏🏼👏🏼👏🏼 ",,2dZ0Vs2waLUgkP0,
437,402,"Portugal, Eurovision, Salvadorsobral, salvadorable",🇵🇹 wins the 2017  Song contest with 758 points! Well deserved   👏🏆😍 ,🇵🇹 wins the 2017  Song contest with 758 points! Well deserved   👏🏆😍 ,,dzulkarnainasso,
1050,11,,*Ukrainian. He was NOT an Aussie. ,*Ukrainian. He was NOT an Aussie. ,https://twitter.com/hilary_w/status/863513013684387840,suthernx,
175,0,Eurovision,"*Disclaimer: This limerick is not addressed to * 

Back again 
Lacking aim 
Trying hard to get some... ","*Disclaimer: This limerick is not addressed to * 

Back again 
Lacking aim 
Trying hard to get some... ",http://fb.me/351kmNDzM,MerryPoppies,
1300,0,,@RoryHollon rasha got soooo weak at this ,@RoryHollon rasha got soooo weak at this ,https://twitter.com/victuuris95/status/863494715852935168,OhLookItsAlly,
685,0,,@prassiooo there was a gorilla ,@prassiooo there was a gorilla ,https://twitter.com/bbceurovision/status/863482062937899008,crysomemore,
86,0,"eurovision, SBSEurovision, DoYourselfAFavour","@joshua_knol has been   blogging.
 and go read it... ","@joshua_knol has been   blogging.
 and go read it... ",http://joshuaknol.blogspot.com.au/2017/05/soundtrack-to-eurovision-song-contest.html,justinknol,
736,0,Eurovision,@Jimbo_JumpsMan I had a shocker a Chester but not sure how anyone watches  ?,@Jimbo_JumpsMan I had a shocker a Chester but not sure how anyone watches  ?,,SC0TNEY,
318,0,eurovision,@conkerhimself Makes me glad I emigrated! ,@conkerhimself Makes me glad I emigrated! ,,ogettings,
238,0,,@Basia_UK SBS interviewed one of the organizers &amp; he said many people don't believe Australia should be at .😟 I turned it off after that💞,@Basia_UK SBS interviewed one of the organizers &amp; he said many people don't believe Australia should be at .😟 I turned it off after that💞,https://twitter.com/i/web/status/863607168313860096,AnnQld1,
267,0,Eurovision,@auroraslane Its you! I don't know what name to call you. It used be Kay. Can I still call you Kay? I did not watch ,@auroraslane Its you! I don't know what name to call you. It used be Kay. Can I still call you Kay? I did not watch ,,LindsayyuleS,
797,0,Eurovision,"@Asynca ICYMI: Portugal won  2017. Lovely song; alas, I can't understand it :( Would it have beat , though? ","@Asynca ICYMI: Portugal won  2017. Lovely song; alas, I can't understand it :( Would it have beat , though? ",https://twitter.com/i/web/status/863608627143356416,MikeWu36,
562,0,Eurovision,@AFP Seriously @AFP ? What on earth has to do his hart condition with wining the  contest?,@AFP Seriously @AFP ? What on earth has to do his hart condition with wining the  contest?,,Liligsilva,
900,5,"Castle, Devil","【LINETheme】
bat dances in the clouds and blue moonlight

⬇【Store】


 … ","【LINETheme】
bat dances in the clouds and blue moonlight

⬇【Store】


 … ",https://line.me/S/shop/theme/detail?id=9817aae2-3d20-47c5-bff1-37b5f51b6a5d,CyakiZengo,
1062,0,"BTSBBMAS, BTSBBMAS, EUROVISION",[7hjz/dzt3] I VOTE FOR FOR THE  TOP SOCIAL ARTIST AWARD  ARMY…—&gt;&gt; &lt;&lt;—BORDER—EXPECTATION VS REALITY —HAPPY MOTH…,[7hjz/dzt3] I VOTE FOR FOR THE  TOP SOCIAL ARTIST AWARD  ARMY…—&gt;&gt; &lt;&lt;—BORDER—EXPECTATION VS REALITY —HAPPY MOTH…,,recentideas,
636,0,"eurovision, austria","""You gotta get off your [insert expletive here]""   ","""You gotta get off your [insert expletive here]""   ",,jojothehobbit,
165,1014,Eurovision,"""What's  like? Well... um..."" ","""What's  like? Well... um..."" ",,kaotik4266,
886,33,,"""We live in a world of fast food music. It is a victory for music... music isn't fireworks, music is feeling."" -Sobral
 ","""We live in a world of fast food music. It is a victory for music... music isn't fireworks, music is feeling."" -Sobral
 ",,noicingcupcake,
1317,197,Eurovision,"""Sure, Portugal's song was good but you can't tell me Spurs didn't deserve to win "" ","""Sure, Portugal's song was good but you can't tell me Spurs didn't deserve to win "" ",,Dan_Fuller1,
863,742,Eurovision,"""Now's your chance, it's right, the moment is right""  ","""Now's your chance, it's right, the moment is right""  ",,ollyyork_,
1137,258,Eurovision,"""Music is not fireworks, music is feelings"" 

 ","""Music is not fireworks, music is feelings"" 

 ",,JuanpiDelgado,
417,17,,"""Music is feeling… It's not about fireworks…""

👏🏼GO👏🏼AND👏🏼FUCK👏🏼YOUR👏🏼BORING👏🏼ARSED👏🏼SONG👏🏼UP👏🏼YOUR👏🏼BORING👏🏼ARSE👏🏼… ","""Music is feeling… It's not about fireworks…""

👏🏼GO👏🏼AND👏🏼FUCK👏🏼YOUR👏🏼BORING👏🏼ARSED👏🏼SONG👏🏼UP👏🏼YOUR👏🏼BORING👏🏼ARSE👏🏼… ",,grantmondano555,
326,0,Eurovision,"""Life is like riding a bicycle. To keep your balance you must keep  moving"" - Albert Einstein ","""Life is like riding a bicycle. To keep your balance you must keep  moving"" - Albert Einstein ",,tolajobjobs,
1251,113,"Austria, Eurovision","""I'll tell you who else gave 12 points to  ""
 ","""I'll tell you who else gave 12 points to  ""
 ",,GuyCLJohnston,
19,657,,"""Good evening Ukraine, this is the United Kingdom calling....And our 53 points go to the United Kingdom""… ","""Good evening Ukraine, this is the United Kingdom calling....And our 53 points go to the United Kingdom""… ",,crowmaidarling,
384,343,,"""Good evening Ukraine this is London calling, the United Kingdom gives all of our 105 points to the United Kingdom""… ","""Good evening Ukraine this is London calling, the United Kingdom gives all of our 105 points to the United Kingdom""… ",,DermotMeagher,
41,93,"Eurovision, ESP","""Do it for your lava, do it for your lava, lavalavalava""   ","""Do it for your lava, do it for your lava, lavalavalava""   ",,CernSkull,
475,320,Eurovision,"""Can you hold my mic. I want to do up my top button.""
""But you're performing.""
""Just do it.""
""OK.""  ","""Can you hold my mic. I want to do up my top button.""
""But you're performing.""
""Just do it.""
""OK.""  ",,williammoalaeua,
492,923,eurovision,"'This year's  theme is diversity'
'Introducing your hosts... 3 white men'","'This year's  theme is diversity'
'Introducing your hosts... 3 white men'",,h_mullane_,
1207,31,"Jihad, Eurovision","'Spain: Muslims call for marriage to Christian women to strengthen Islam'

 …
","'Spain: Muslims call for marriage to Christian women to strengthen Islam'

 …
",http://en.europe-israel.org/2017/03/09/spain-muslims-call-for-marriage-to-christian-women-to-strengthen-islam/,zlando,
581,25,"Italy, FrancescoGabbani, Eurovision",'s  is 's 'cool karma chameleon' and also a big favourite!😍🔥 ,'s  is 's 'cool karma chameleon' and also a big favourite!😍🔥 ,,dzulkarnainasso,
441,122,Eurovision,.@SBSNews Can now confirm the  streaker was NOT Australian - but Vitalii Sediuk @SBSNews @SBSEurovision ,.@SBSNews Can now confirm the  streaker was NOT Australian - but Vitalii Sediuk @SBSNews @SBSEurovision ,,tanuq_w,
1232,1,"Eurovision2017, Eurovision",".@Dean0909 says, ""Norway's points announcers are Village Of The Damned!""

 ",".@Dean0909 says, ""Norway's points announcers are Village Of The Damned!""

 ",,Dean0909,
1271,1,"Eurovision2017, Eurovision",".@Dean0909 says, ""I think we really are getting a cold shoulder from Europe tonight.""

 ",".@Dean0909 says, ""I think we really are getting a cold shoulder from Europe tonight.""

 ",,Dean0909,
290,3,Eurovision,.@BoJackHorseman cashing that paycheck ,.@BoJackHorseman cashing that paycheck ,,resistance0101,
1025,0,"Eurovision, Villain, harrystylesalbum, escita, eurovisiongr, いつ呼ばれるクポ",. Father 🙏      ,. Father 🙏      ,,chk0718,
125,1115,Eurovision,-100/10 WORST COUNTRY  NOR,-100/10 WORST COUNTRY  NOR,,mattismylife97,
400,0,"Ukraine, Eurovision, Russia, WWII, propaganda, NATO", won  w/song on .s  atrocities last yr = good  for Rus public while  &amp;  public distracted , won  w/song on .s  atrocities last yr = good  for Rus public while  &amp;  public distracted ,https://twitter.com/i/web/status/863607679918452736,RedQRedT,
360,0,eurovision, When are you going to be good again. too much like American singing contests. YAWN., When are you going to be good again. too much like American singing contests. YAWN.,,ChefSJ,
715,0,"romania, eurovision, yodel", was trending yesterday because of . We did the  song., was trending yesterday because of . We did the  song.,,cristescu,
526,195,"BREAKING, Eurovision", Ukraine's president cancels  visit after deadly shelling in east , Ukraine's president cancels  visit after deadly shelling in east ,,Scoobydoo007,
412,2,EUROVISION, tonight 7 Irish lads in Kiev looking for tickets if any one could help out we drove over @RTE2fm… , tonight 7 Irish lads in Kiev looking for tickets if any one could help out we drove over @RTE2fm… ,,kXfu5Bgmn2FIiSx,
841,0,"Hindu, COW, Hindus, utsagrad17, MothersDay"," terrorists beating a boy to death for 'STANDING' near , a goddess of .
    @UN "," terrorists beating a boy to death for 'STANDING' near , a goddess of .
    @UN ",https://twitter.com/i/web/status/863608678263525381,Mudifer,
128,1276,Eurovision," subtitles on point this year... 😅

Amazing.
@bbceurovision "," subtitles on point this year... 😅

Amazing.
@bbceurovision ",,ScarOnTheSky,
452,0,Eurovision," plays:
Roger Pontare - Himmel Och Hav
from 2017
"," plays:
Roger Pontare - Himmel Och Hav
from 2017
",http://www.EuroSongRadio.com,eurosongradio,
726,2397,Eurovision," Name a more iconic duo, I'll wait. "," Name a more iconic duo, I'll wait. ",,lp1360,
155,0,"Eurovision, paparazzi, Timeless, CurseTheToryParty", Mike Dean  Liberty University  Stoke  Ohio High School Student Des , Mike Dean  Liberty University  Stoke  Ohio High School Student Des ,http://www.vipscandals.com/2017/05/ohio-high-school-student-designs-styrofoam-wedding-dress-and-its-seriously-stunning/,vip_scandals,
351,0,"Eurovision, paparazzi, Timeless, CurseTheToryParty", Mike Dean  Liberty University  Stoke  Greyson Chance Collabs With , Mike Dean  Liberty University  Stoke  Greyson Chance Collabs With ,http://www.vipscandals.com/2017/05/greyson-chance-collabs-with-fabian-mazur-on-new-track-earn-it-listen-here/,vip_scandals,
466,0,"Eurovision, paparazzi, Timeless, CurseTheToryParty", Mike Dean  Liberty University  Stoke  Do Joe Jonas &amp; Sophie Turner , Mike Dean  Liberty University  Stoke  Do Joe Jonas &amp; Sophie Turner ,http://www.vipscandals.com/2017/05/do-joe-jonas-sophie-turner-coordinate-their-oufits/,vip_scandals,
819,0,"Eurovision, paparazzi, Timeless, CurseTheToryParty", Mike Dean  Liberty University  Stoke  Coronation Street spoilers: , Mike Dean  Liberty University  Stoke  Coronation Street spoilers: ,http://www.vipscandals.com/2017/05/coronation-street-spoilers-bethany-platt-lashes-out-and-stabs-someone-as-grooming-storyline-reaches-boiling-point/,vip_scandals,
1083,0,"Eurovision, paparazzi, Timeless, CurseTheToryParty", Mike Dean  Liberty University  Stoke  ‘Baywatch’ Babe Donna D’Erri , Mike Dean  Liberty University  Stoke  ‘Baywatch’ Babe Donna D’Erri ,http://www.vipscandals.com/2017/05/baywatch-babe-donna-derrico-reveals-body-transformation-after-plastic-surgery-pics/,vip_scandals,
635,205,Eurovision, Kid from Up grown up fast , Kid from Up grown up fast ,,BulbasaursBane,
1196,86,Eurovision, is over for another year — here's some of the funniest Tweets. , is over for another year — here's some of the funniest Tweets. ,https://twitter.com/i/moments/861957368074166275,Alex19401,
877,93,Eurovision, is over for another year , is over for another year ,,kimoimichi,
697,1,"Belgium, Eurovision, Mexico, CelebrateDiversity, DouzePoints", in  @blanchemusicbe From    @Eurovision @EurovisionMex… , in  @blanchemusicbe From    @Eurovision @EurovisionMex… ,,EurovisionMex,
79,1,Eurovision, I didnt know Sam from game of thrones was from Croatia.., I didnt know Sam from game of thrones was from Croatia..,,H3JUPT5WQXnmCVb,
1163,2,Eurovision, I demand another vote!, I demand another vote!,,man0107,
397,6270,Eurovision," Harsh, but fair. "," Harsh, but fair. ",,OfMiceandSophie,
557,0,"JabalAkhdar, summer, Oman, SNLLiveCoastToCoast, Eurovision, Muscat"," gears up for  visitors in 


   @timesofoman"," gears up for  visitors in 


   @timesofoman",http://timesofoman.com/article/108913,OmansFriends,
1087,84,FGM," Female Genital Mutilation, is Islamic authorized form of child abuse!
Why is the world silent?
   
"," Female Genital Mutilation, is Islamic authorized form of child abuse!
Why is the world silent?
   
",https://goo.gl/ZvKUg5,TamaraOnStuff,
1182,0,"Eurovision, Portugal, SalvadorSobral"," Congratulation,   you are well done!"," Congratulation,   you are well done!",,Anton_Fate,
116,108,BBC," asks: Is it safe to be a Muslim in America?
I ask: Is it safe to be a 12 year old girl in Rotherham, Bradford,… "," asks: Is it safe to be a Muslim in America?
I ask: Is it safe to be a 12 year old girl in Rotherham, Bradford,… ",,RajeshKumar_34,
664,1,"Eurovision, GER",  sounds like David guetta titanium 😏,  sounds like David guetta titanium 😏,,EVqHcXBQuCRxQIE,
611,0,"nowwatching, Eurovision, CelebrateDiversity",  Song Contest 2017 Grand Final 😀📺🎵🎶 ,  Song Contest 2017 Grand Final 😀📺🎵🎶 ,,keenoppa17,
775,50,"Eurovision, esc2017",  my top 3 tonight 1. Portugal 2. Moldova 3. Belgium,  my top 3 tonight 1. Portugal 2. Moldova 3. Belgium,,JudyBergman52,
